,,,,,,,,,,,,,,,,,
Empl ID,Last Name,First Name,Gender,Races,Address,City,State,Zip Code,Position ,Department,Cell Phone,Other Phone,Email,Hires Date,Hire Months,Hires Year,Hires Source
1128,Mclamb,Nickole ,Male,Black/African Amercian,6331 Red Hickory Cove, Gregg, CA, 95110,Driver,Driver,4460100038,6990520411,Nickole.Mclamb@TestCompany.com,12/4/2015,April,2015,Website
1129,Mcpartland,Reena ,Female,Black/African Amercian,4442 Umber Canyon, Cave City, CA, 94013,Driver,Driver,4094497328,7480637442,Reena.Mcpartland@TestCompany.com,12/3/2022,March,2022,Website
1130,Mehan,Harriet ,Female,Black/African Amercian,3944 Little Glade, Woodman, CA, 94993,Driver,Driver,5246572899,5508509277,Harriet.Mehan@TestCompany.com,12/3/2022,March,2022,Linkedin
1131,Meigs,Madeline ,Female,Black/African Amercian,3718 Rustic Spring Island, Bailhache, CA, 92364,Driver,Driver,4890921614,7616782107,Madeline.Meigs@TestCompany.com,27/11/2018,November,2018,Linkedin
1132,Meli,Bruno ,Male,Black/African Amercian,6087 Sleepy Log Village, Tajiguas, CA, 95128,Driver,Driver,4615906977,5925672335,Bruno.Meli@TestCompany.com,12/3/2022,March,2022,Linkedin
1133,Millhouse,Dania ,Male,Black/African Amercian,5486 Bright Lagoon Pines, Hubert Place, CA, 91933,Driver,Driver,5712802289,5060497255,Dania.Millhouse@TestCompany.com,27/11/2018,November,2018,Twitter
1134,Miro,Ha ,Female,Asian,9856 Cotton Townline, Baronet Estates, CA, 91875,Driver,Driver,6240099852,7312042478,Ha.Miro@TestCompany.com,12/3/2022,March,2022,Twitter
1135,Mitts,Romona ,Female,Asian,1211 Jagged Pine Walk, Sleepy Valley, CA, 90226,Driver,Driver,6809092240,7602515012,Romona.Mitts@TestCompany.com,12/3/2022,March,2022,Twitter
1136,Monday,Lauri ,Female,Asian,3514 Tawny Key, Charter Oak, CA, 95715,Cleanser,Cleanser,3493634867,7745978725,Lauri.Monday@TestCompany.com,27/11/2018,November,2018,Twitter
1137,Moorhouse,Lindy ,Female,Asian,8962 Easy Island Mount, Highlands, CA, 95505,Manager,Manager,7374295745,3543841977,Lindy.Moorhouse@TestCompany.com,12/3/2022,March,2022,Twitter
1138,Moulden,Fonda ,Female,Amercian Indian/Alaska Native,590 Grand Robin Loop, Lakeview Hot Springs, CA, 92084,Manager Assistant,Manager Assistant,4969055045,6880940908,Fonda.Moulden@TestCompany.com,12/3/2022,March,2022,Twitter
1139,Nachman,Pearlene ,Female,Amercian Indian/Alaska Native,250 Pleasant View Jetty, Henshaw, CA, 95955,HRM Assistant,HRM,3741152277,7259266646,Pearlene.Nachman@TestCompany.com,12/3/2022,March,2022,Twitter
1140,Nay,Jeanmarie ,Female,Black/African Amercian,3829 Wishing Treasure Farm, Lerona, CA, 90359,HRM Intern,HRM,5396947316,3677750759,Jeanmarie.Nay@TestCompany.com,27/11/2018,November,2018,Twitter
1141,Nedd,Leatha ,Female,Black/African Amercian,9070 Umber Nectar Path, Lindcove, CA, 95265,Driver,Driver,3646918895,6841231665,Leatha.Nedd@TestCompany.com,12/3/2022,March,2022,Twitter
1142,Neece,Carie ,Female,Black/African Amercian,7178 Lost Pine Plaza, Lucerne Valley, CA, 95204,Driver,Driver,6244124926,3671808535,Carie.Neece@TestCompany.com,12/3/2022,March,2022,Twitter
1143,Neil,Faustino ,Female,Black/African Amercian,9611 Golden Terrace, Sespe Village, CA, 92138,Driver,Driver,3781996791,4960588125,Faustino.Neil@TestCompany.com,12/3/2022,March,2022,Twitter
1144,Nellum,Kathy ,Female,Amercian Indian/Alaska Native,1871 Thunder Centre, Saratoga, CA, 95384,Driver,Driver,4400008196,7569549919,Kathy.Nellum@TestCompany.com,12/3/2022,March,2022,Website
1145,Okada,Izola ,Male,White,3718 Rustic Spring Island, Bailhache, CA, 92364,Driver,Driver,5742066864,6145466941,Izola.Okada@TestCompany.com,27/11/2018,November,2018,Website
1146,Outlaw,Galina ,Female,White,4770 Indian Drive, North Star, CA, 92204,Driver,Driver,3790355776,5832338174,Galina.Outlaw@TestCompany.com,12/3/2022,March,2022,Website
1147,Pangburn,Omega ,Male,White,1209 Jagged Downs, Deer Lake Highlands, CA, 91946,Driver,Driver,7636777687,4447517737,Omega.Pangburn@TestCompany.com,12/3/2022,March,2022,Website
1148,Parkhurst,Chantelle ,Male,Amercian Indian/Alaska Native,4770 Indian Drive, North Star, CA, 92204,Driver,Driver,7296708711,5000209079,Chantelle.Parkhurst@TestCompany.com,12/3/2022,March,2022,Twitter
1149,Peak,Carita ,Female,Black/African Amercian,2829 Middle Circuit, Mountclef Village, CA, 92551,Driver,Driver,6240173502,6504799605,Carita.Peak@TestCompany.com,12/3/2022,March,2022,Twitter
1150,Pelkey,Delfina ,Female,Asian,8214 Round Panda Manor, Rio Linda, CA, 93032,Driver,Driver,6509014336,5761503434,Delfina.Pelkey@TestCompany.com,27/11/2018,November,2018,Twitter
1151,Perera,Peggie ,Female,Asian,6334 Colonial Cove, Del Mar Heights, CA, 94733,Driver,Driver,7221582667,4048587307,Peggie.Perera@TestCompany.com,12/3/2022,March,2022,Twitter
1152,Philson,Antone ,Male,Asian,6732 Velvet Port, Cory, CA, 90361,Driver,Driver,4442871447,3581132622,Antone.Philson@TestCompany.com,12/3/2022,March,2022,Twitter
1153,Plaisted,Shakita ,Female,Asian,3514 Tawny Key, Charter Oak, CA, 95715,Driver,Driver,3943820669,3657620510,Shakita.Plaisted@TestCompany.com,27/11/2018,November,2018,Twitter
1154,Ponte,Sammie ,Male,Asian,3025 Heather Gate, Goleta, CA, 92654,Driver,Driver,6776480402,6777915512,Sammie.Ponte@TestCompany.com,27/11/2018,November,2018,FaceBook
1155,Portillo,Edris ,Male,Amercian Indian/Alaska Native,8045 Clear Barn Road, Cudahy, CA, 90118,Driver,Driver,5231081788,7794993134,Edris.Portillo@TestCompany.com,27/11/2018,November,2018,FaceBook
1156,Przybyla,Verla ,Female,Black/African Amercian,5671 Crystal Embers Chase, Santa Rosa South, CA, 94178,Driver,Driver,6402207041,5779900703,Verla.Przybyla@TestCompany.com,2/5/2020,May,2020,FaceBook
1157,Ragan,Lillia ,Female,Black/African Amercian,474 Wishing Creek Point, Guernsey, CA, 93821,Driver,Driver,6498018240,4498211841,Lillia.Ragan@TestCompany.com,2/5/2020,May,2020,FaceBook
1158,Rapoza,Gloria ,Female,Black/African Amercian,546 Hidden Orchard, Howell Place, CA, 90919,Customer Service Representative,Customer Service,6090866564,5251893339,Gloria.Rapoza@TestCompany.com,2/5/2020,May,2020,Website
1159,Raymo,Vanetta ,Female,Black/African Amercian,402 Sleepy Wagon Mall , Franklin, CA, 91549,Sale Assistant,Sale ,5154178397,3564437374,Vanetta.Raymo@TestCompany.com,2/5/2020,May,2020,Website
1160,Rouleau,Nathanael ,Male,Black/African Amercian,8214 Round Panda Manor, Rio Linda, CA, 93032,Sale Associate,Sale ,7625906003,5142083736,Nathanael.Rouleau@TestCompany.com,2/5/2020,May,2020,Website
1161,Ruben,Dave ,Male,Black/African Amercian,326 High Estates, Wheeler Ridge, CA, 90758,Sale Associate,Sale ,6893918900,6242402006,Dave.Ruben@TestCompany.com,2/5/2020,May,2020,Twitter
1162,Rudnicki,Faviola ,Female,Black/African Amercian,4229 Misty Deer Mountain, Elayon, CA, 94005,Project Intern,Marketing,5738533857,4069347283,Faviola.Rudnicki@TestCompany.com,2/5/2020,May,2020,Indeed
1163,Rueter,Wen ,Male,Black/African Amercian,3239 Harvest Diversion, Bishop, CA, 93670,Project Intern,Marketing,4066565872,4378281083,Wen.Rueter@TestCompany.com,12/3/2022,March,2022,Website
1164,Ruse,Kenyatta ,Female,Black/African Amercian,2103 Quaking Mews, Riverdale, CA, 91749,Project Intern,Marketing,6050976804,3945928275,Kenyatta.Ruse@TestCompany.com,27/11/2018,November,2018,Website
1165,Rutter,Rosanne ,Female,White,7879 Middle Zephyr Highlands, Desert Camp, CA, 91093,Project Intern,Marketing,6695078675,5884215491,Rosanne.Rutter@TestCompany.com,27/11/2018,November,2018,Twitter
1166,Ruvalcaba,Latrisha ,Female,White,4229 Misty Deer Mountain, Elayon, CA, 94005,Project Intern,Marketing,7524833144,5319429303,Latrisha.Ruvalcaba@TestCompany.com,12/3/2022,March,2022,Twitter
1167,Sabatini,Marianna ,Female,White,7746 Green Fawn Rise, Mevers, CA, 92830,Customer Service Representative,Customer Service,3706888221,5070451760,Marianna.Sabatini@TestCompany.com,27/11/2018,November,2018,FaceBook
1168,Salvia,Elicia ,Female,White,4197 Harvest Beacon Bend, Westend, CA, 94484,Customer Service Representative,Customer Service,7542860463,3475014891,Elicia.Salvia@TestCompany.com,12/4/2015,April,2015,Indeed
1169,Sanger,Blanca ,Female,White,8962 Easy Island Mount, Highlands, CA, 95505,Customer Service Representative,Customer Service,4076924325,5102807329,Blanca.Sanger@TestCompany.com,12/4/2015,April,2015,Indeed
1170,Satterthwaite,Deeann ,Male,Amercian Indian/Alaska Native,145 Burning By-pass, Regina Heights, CA, 96064,Project Intern,Marketing,6312059477,4463882389,Deeann.Satterthwaite@TestCompany.com,27/11/2018,November,2018,Website
1171,Schoen,Mignon ,Male,Asian,8655 Lazy Fox Walk, Cooley Landing, CA, 94700,Sale Manager,Sale ,7615141988,5396407228,Mignon.Schoen@TestCompany.com,12/2/2014,February,2014,Twitter
1172,Schoolcraft,Michael ,Male,Asian,3594 Colonial Blossom Pointe, Alimur Park Mobile Home Park, CA, 93563,Driver,Driver,7833331154,5398356101,Michael.Schoolcraft@TestCompany.com,12/4/2015,April,2015,Twitter
1173,Schorn,Richard ,Male,Asian,3239 Harvest Diversion, Bishop, CA, 93670,Driver,Driver,6154819349,6560569811,Richard.Schorn@TestCompany.com,12/4/2015,April,2015,Indeed
1174,Segalla,Evita ,Male,Amercian Indian/Alaska Native,557 Golden Falls, Tipton, CA, 93340,Driver,Driver,6486904166,4574184806,Evita.Segalla@TestCompany.com,27/11/2018,November,2018,Indeed
1175,Segers,Glenda ,Female,Amercian Indian/Alaska Native,26 Lost Deer Circuit, Lilac, CA, 94647,Driver,Driver,6058130743,6192385835,Glenda.Segers@TestCompany.com,27/11/2018,November,2018,Website
1176,Sharman,Lorie ,Female,Black/African Amercian,3943 Foggy Pioneer Extension, Descanso Junction, CA, 91432,Driver,Driver,4598234593,4209851722,Lorie.Sharman@TestCompany.com,12/3/2022,March,2022,Indeed
1177,Sharper,Tawna ,Female,Black/African Amercian,321 Quaking Shadow Bank, Olive, CA, 95075,Driver,Driver,6975904108,5155824533,Tawna.Sharper@TestCompany.com,27/11/2018,November,2018,Indeed
1178,Sheckler,Deane ,Male,Black/African Amercian,3064 Honey Pioneer Port, Leona Valley, CA, 94702,Driver,Driver,7301215469,5659120919,Deane.Sheckler@TestCompany.com,27/11/2018,November,2018,Website
1179,Shenkel,Jacquelyne ,Female,Black/African Amercian,8655 Lazy Fox Walk, Cooley Landing, CA, 94700,Driver,Driver,7144150845,5156591913,Jacquelyne.Shenkel@TestCompany.com,12/3/2022,March,2022,Indeed
1180,Shiver,Leonie ,Male,Black/African Amercian,3752 Sunny Panda Farms, Cannon, CA, 95027,Driver,Driver,4297723900,7150865732,Leonie.Shiver@TestCompany.com,12/3/2022,March,2022,Twitter
1181,Shor,Christal ,Female,Amercian Indian/Alaska Native,6353 Round Grove Heights, Bena, CA, 90580,HRM Intern,HRM,7717544683,7400315724,Christal.Shor@TestCompany.com,12/3/2022,March,2022,Twitter
1182,Slover,Miquel ,Male,White,6449 Easy Blossom Downs, Hewitt, CA, 96099,HRM Intern,HRM,6773767240,3715837424,Miquel.Slover@TestCompany.com,12/3/2022,March,2022,Twitter
1218,Smith,Lisa,Female,White,12345 Main St.,Los Angeles,CA,90232,HRM Intern,HRM,2324544578,12145,Lisa@Lisa.com,12/3/2022,March,2022,Twitter
1183,Soles,Connie ,Female,Amercian Indian/Alaska Native,474 Wishing Creek Point, Guernsey, CA, 93821,HRM Intern,HRM,4741831945,6113009277,Connie.Soles@TestCompany.com,12/3/2022,March,2022,FaceBook
1184,Somers,Branda ,Female,Amercian Indian/Alaska Native,1830 Quiet Elk End, Meiners Oaks Trailer Park, CA, 90236,HRM Intern,HRM,5099099223,3991048126,Branda.Somers@TestCompany.com,27/11/2018,November,2018,Website
1185,Soni,Shanti ,Female,White,3420 Grand Dell, Vasona Junction, CA, 95204,Cleanser,Cleanser,4272503979,4230489788,Shanti.Soni@TestCompany.com,12/3/2022,March,2022,Website
1186,Sottile,Nobuko ,Male,White,7879 Middle Zephyr Highlands, Desert Camp, CA, 91093,Driver,Driver,5123740831,7586929150,Nobuko.Sottile@TestCompany.com,27/11/2018,November,2018,FaceBook
1187,Spero,Ladawn ,Female,White,4679 Cozy Moor, Angelino Heights, CA, 90112,Driver,Driver,6134341334,6431661375,Ladawn.Spero@TestCompany.com,27/11/2018,November,2018,FaceBook
1188,Steiner,Tereasa ,Female,White,5671 Crystal Embers Chase, Santa Rosa South, CA, 94178,Driver,Driver,7675111037,6128221754,Tereasa.Steiner@TestCompany.com,27/11/2018,November,2018,FaceBook
1189,Stradley,Shemeka ,Female,Amercian Indian/Alaska Native,4241 Shady Alley, Curtner, CA, 92214,Driver,Driver,7315043510,4876905835,Shemeka.Stradley@TestCompany.com,27/11/2018,November,2018,FaceBook
1190,Tarlton,Lai ,Female,Black/African Amercian,3752 Sunny Panda Farms, Cannon, CA, 95027,HRM Officer,HRM,6516965520,5571364436,Lai.Tarlton@TestCompany.com,27/11/2018,November,2018,Website
1191,Taunton,Pia ,Female,Black/African Amercian,5486 Bright Lagoon Pines, Hubert Place, CA, 91933,Office Administrator,Admin,5309661682,5814396644,Pia.Taunton@TestCompany.com,27/11/2018,November,2018,Website
1192,Terry,Christopher ,Male,Black/African Amercian,61 Hidden Dale Wood, Tarzana, CA, 93292,Accountant,Finance,4181624256,5431310983,Christopher.Terry@TestCompany.com,27/11/2018,November,2018,FaceBook
1193,Thiel,Karlyn ,Female,Black/African Amercian,8940 Stony Mews, Camphora, CA, 90018,Driver,Driver,6304005765,6737372839,Karlyn.Thiel@TestCompany.com,27/11/2018,November,2018,FaceBook
1194,Thornburg,Dick ,Male,Black/African Amercian,4861 Indian Forest Terrace, Concepcion, CA, 92712,Driver,Driver,3585296426,3850123484,Dick.Thornburg@TestCompany.com,12/3/2022,March,2022,Linkedin
1195,Thrall,Ted ,Male,Black/African Amercian,4679 Cozy Moor, Angelino Heights, CA, 90112,Driver,Driver,3842688420,6418183836,Ted.Thrall@TestCompany.com,27/11/2018,November,2018,Linkedin
1196,Threadgill,Weldon ,Male,Amercian Indian/Alaska Native,3592 Fallen Vista, Mcpherson, CA, 94271,Driver,Driver,3976175719,6509068173,Weldon.Threadgill@TestCompany.com,27/11/2018,November,2018,Indeed
1197,Tietjen,Charisse ,Female,Amercian Indian/Alaska Native,3762 Cozy Extension, Archer, CA, 90516,Driver,Driver,6698432939,6082233233,Charisse.Tietjen@TestCompany.com,27/11/2018,November,2018,Indeed
1198,Tilford,Stacia ,Female,Amercian Indian/Alaska Native,3943 Foggy Pioneer Extension, Descanso Junction, CA, 91432,Driver,Driver,4810426709,3743573158,Stacia.Tilford@TestCompany.com,27/11/2018,November,2018,Indeed
1199,Tuggle,Marsha ,Female,Asian,6087 Sleepy Log Village, Tajiguas, CA, 95128,Driver,Driver,7671615280,4093519286,Marsha.Tuggle@TestCompany.com,12/3/2022,March,2022,Indeed
1200,Tuggle,Suzy ,Female,Asian,590 Grand Robin Loop, Lakeview Hot Springs, CA, 92084,Driver,Driver,4808262026,6106813101,Suzy.Tuggle@TestCompany.com,12/3/2022,March,2022,Indeed
1201,Tuley,Edison ,Male,Asian,3532 Silent Mount, Hilmar, CA, 92320,Customer Service Officer,Customer Service,5251308433,4849585288,Edison.Tuley@TestCompany.com,12/3/2022,March,2022,Indeed
1202,Tulley,Gene ,Female,Amercian Indian/Alaska Native,3025 Heather Gate, Goleta, CA, 92654,HRM Officer,HRM,6930410358,5382402501,Gene.Tulley@TestCompany.com,12/1/2022,January,2022,Indeed
1203,Vandyke,Teressa ,Female,Native Hawaiian/Pacific Islander,2829 Middle Circuit, Mountclef Village, CA, 92551,Driver,Driver,6417804612,7682044166,Teressa.Vandyke@TestCompany.com,12/1/2022,January,2022,Indeed
1204,Vanvliet,Chieko ,Male,Native Hawaiian/Pacific Islander,557 Golden Falls, Tipton, CA, 93340,Driver,Driver,6941333709,6911254603,Chieko.Vanvliet@TestCompany.com,12/1/2022,January,2022,FaceBook
1205,Veit,Tonda ,Female,Native Hawaiian/Pacific Islander,4449 Hazy Glen, Alta Mesa, CA, 93515,Driver,Driver,4159784606,3591074823,Tonda.Veit@TestCompany.com,27/11/2018,November,2018,Twitter
1206,Vestal,Leatha ,Female,Amercian Indian/Alaska Native,2747 Clear Pony Heath, Ueland Place, CA, 90167,Driver,Driver,6621143594,7423781723,Leatha.Vestal@TestCompany.com,27/11/2018,November,2018,Website
1207,Vidrio,Paola ,Female,White,6527 Misty Hills Field, Boyers Landing, CA, 94993,Driver,Driver,6150654521,6735319906,Paola.Vidrio@TestCompany.com,27/11/2018,November,2018,Website
1208,Villar,Patsy ,Female,Amercian Indian/Alaska Native,4229 Misty Deer Mountain, Elayon, CA, 94005,Driver,Driver,5330710337,5387038946,Patsy.Villar@TestCompany.com,27/11/2018,November,2018,FaceBook
1209,Wagaman,Clarita ,Female,White,8804 Gentle Wynd, New Almaden, CA, 95150,Driver,Driver,7160665039,5317487438,Clarita.Wagaman@TestCompany.com,12/1/2022,January,2022,FaceBook
1210,Warring,Alesha ,Female,Amercian Indian/Alaska Native,1830 Quiet Elk End, Meiners Oaks Trailer Park, CA, 90236,Driver,Driver,5366630091,4120839413,Alesha.Warring@TestCompany.com,12/1/2022,January,2022,FaceBook
1211,Wehmeyer,Kum ,Male,Black/African Amercian,1211 Jagged Pine Walk, Sleepy Valley, CA, 90226,Driver,Driver,6880192344,5443258741,Kum.Wehmeyer@TestCompany.com,12/3/2022,March,2022,FaceBook
1212,Wikoff,Lecia ,Female,Black/African Amercian,8437 Rustic Crest, Embarcadero, CA, 94926,Driver,Driver,7495067352,5769417809,Lecia.Wikoff@TestCompany.com,12/1/2022,January,2022,Twitter
1213,Wineinger,Kali ,Female,Black/African Amercian,5486 Bright Lagoon Pines, Hubert Place, CA, 91933,HRM Officer,HRM,4159174945,6784282128,Kali.Wineinger@TestCompany.com,12/1/2022,January,2022,Twitter
1214,Yun,Kandis ,Female,Asian,4125 Shady Close, Trinity Village, CA, 93645,HRM Assistant,HRM,5656342413,7247063520,Kandis.Yun@TestCompany.com,27/11/2018,November,2018,Twitter
1215,Zartman,Dona ,Female,Asian,535 Little Prairie Falls, Naples, CA, 91084,HRM Manager,HRM,5702728771,4838347972,Dona.Zartman@TestCompany.com,12/2/2014,February,2014,Twitter
1216,Zendejas,Fernanda ,Female,Asian,488 Dusty Park, Pasadena, CA, 90514,HRM Intern,HRM,5926262633,6806924254,Fernanda.Zendejas@TestCompany.com,12/1/2022,January,2022,Twitter
1217,Zych,Xiomara ,Female,Native Hawaiian/Pacific Islander,5644 Gentle Bear Lane, West Carson, CA, 93684,Reservationist,Admin,6201265839,7201881535,Xiomara.Zych@TestCompany.com,12/1/2022,January,2022,Indeed

